sample_id,concentration_Bq_m3,net_signal_counts,total_signal_counts,threshold_counts,detected,time_to_detection_s,localization_error_m,run_name
207,0.00040978976062346263,396.64250586235096,7682.968522980247,7540.8760171178965,True,356.56113883281836,30.338749390430003,quick_check
208,0.00040193528789502034,379.737127086506,7335.603094341197,7210.415967254691,True,390.65947781595816,65.57137788457567,quick_check
209,0.00022553775143116641,214.51659336169675,7357.623611627771,7397.657018266075,False,,56.41589991758883,quick_check
210,0.0003256473337599276,350.537325985711,7672.191450438472,7576.204124452762,True,250.74936651907387,48.47320277213468,quick_check
211,0.000500853628727542,469.80284738820006,7680.338926318429,7465.086078930229,True,240.03679782086644,93.89601891743781,quick_check
212,0.0004101020491535338,430.44621833168816,7507.893699796038,7331.99748146435,True,437.59799399946746,50.008304111067076,quick_check
213,0.0003667257727206386,356.53902144909824,7577.0744266494785,7475.085405200381,True,596.426369801397,31.00331546466741,quick_check
214,0.0003283118921396011,337.42624494290436,7324.45152442707,7241.575279484166,True,260.41040758552055,97.87709522076918,quick_check
215,0.0024132064573218486,2231.6637650882617,9266.914050306865,7289.800285218604,True,444.3376821059364,147.53993323437373,quick_check
216,0.00045444761147201746,448.5618135001757,7488.59493808562,7294.583124585444,True,287.4925305828982,45.13474341257057,quick_check
217,9.95932606982199e-05,115.75229052489478,7420.630377378383,7559.428086853488,False,,28.266945353128868,quick_check
218,0.00021040992437127123,209.71339261892945,7499.584499513128,7544.4211068941995,False,,70.21911021314924,quick_check
219,0.0007962759135652427,805.7297612744298,7948.694122693785,7397.514361419356,True,604.1686193485777,70.11513114657767,quick_check
220,0.00022356483748190784,225.89441330772772,7428.723418649324,7457.379005341597,False,,14.525583955454346,quick_check
221,0.00019899810059559932,226.6484657388903,7444.2400098211165,7472.141544082227,False,,53.29329331847418,quick_check
222,0.00015575052335851136,148.1788693560008,7324.511837785475,7430.882968429474,False,,40.70756448718043,quick_check
223,0.00013985192663194156,137.97053508313135,7506.254828123325,7622.834293040194,False,,36.85130278715821,quick_check
224,0.0007146541673828216,765.5618097063883,7986.367309866325,7475.355500159937,True,395.3500832394427,52.95734058322906,quick_check
225,0.0004344720353671309,437.6898745590517,7578.703577064039,7395.563702504987,True,408.04404904717734,65.65334404475382,quick_check
226,0.0002576192005024761,284.47405156677064,7391.679209938633,7361.755158371862,True,331.4230697275966,60.206950479674276,quick_check
227,0.0006599815698818136,751.1186932536957,7797.728136218737,7301.159442965041,True,333.85207665719537,24.085550018255027,quick_check
228,0.00018817188978663825,193.55400769407115,7397.149783679023,7458.145775984952,False,,68.77260902970202,quick_check
229,0.00031235946646676914,273.97040390965753,7458.533094488113,7439.112690578456,True,323.8494578087751,79.38343747244303,quick_check
230,5.432763903284412e-05,58.64055246885275,7185.382219611817,7381.291667142965,False,,14.064844463117062,quick_check
231,0.0006001957113511264,679.643467082531,7837.5360693969415,7412.442602314411,True,537.3521228593462,56.04877957266149,quick_check
232,0.0012097932261594315,1189.5275590812644,8243.917476611587,7308.939917530323,True,453.4612230749625,20.061909384872674,quick_check
233,0.0002346238562339743,230.30743605321524,7456.819376474644,7481.0619404214285,False,,7.21095047900938,quick_check
234,0.0007486972522760158,863.8958723171046,8153.253963753096,7543.908091435992,True,446.1418706955253,15.407444076823477,quick_check
235,0.0002672279423691303,222.06903990351867,7692.8729097817995,7725.353869878281,False,,52.059247729029934,quick_check
236,0.0004650571011182693,533.7994031424766,7655.050737471156,7375.801334328679,True,429.1425372195354,112.45140965553013,quick_check
237,0.0004957978043932242,401.45290156854077,7830.973328456838,7684.070426888297,True,319.5449441386665,16.67609824660013,quick_check
