scenario_id,detector_id,time_s,background_counts,threshold_3sigma_counts,threshold_5sigma_counts,threshold_crossing_3sigma,threshold_crossing_5sigma
S1,D013,1166.666667,7227.1807849622965,7454.55,7624.25,False,False
S1,D013,1200.0,7199.116845807054,7454.55,7624.25,False,False
S1,D014,0.0,7149.669819072206,7454.55,7624.25,False,False
S1,D014,60.0,7136.669168398781,7454.55,7624.25,False,False
S1,D014,120.0,7225.5434306927,7454.55,7624.25,False,False
S1,D014,166.666667,7161.095274648268,7454.55,7624.25,False,False
S1,D014,180.0,7218.190255383988,7454.55,7624.25,False,False
S1,D014,240.0,7102.229867663973,7454.55,7624.25,False,False
S1,D014,250.0,7328.330359180521,7454.55,7624.25,False,False
S1,D014,300.0,7218.798056139337,7454.55,7624.25,False,False
S1,D014,333.333333,7283.334633378795,7454.55,7624.25,False,False
S1,D014,360.0,7109.347368280198,7454.55,7624.25,False,False
S1,D014,420.0,7207.300589712728,7454.55,7624.25,False,False
S1,D014,480.0,7286.873546963068,7454.55,7624.25,False,False
S1,D014,500.0,7300.20348122645,7454.55,7624.25,False,False
S1,D014,540.0,7180.083160032903,7454.55,7624.25,False,False
S1,D014,600.0,7239.254175447194,7454.55,7624.25,False,False
S1,D014,660.0,7155.320709744362,7454.55,7624.25,False,False
S1,D014,666.666667,7162.779058441028,7454.55,7624.25,False,False
S1,D014,720.0,7102.244474240067,7454.55,7624.25,False,False
S1,D014,780.0,7223.163478026661,7454.55,7624.25,False,False
S1,D014,833.333333,7135.083503184849,7454.55,7624.25,False,False
S1,D014,840.0,7138.853365290561,7454.55,7624.25,False,False
S1,D014,900.0,7252.318999970135,7454.55,7624.25,False,False
S1,D014,960.0,7157.853716419021,7454.55,7624.25,False,False
S1,D014,1000.0,7240.981046366492,7454.55,7624.25,False,False
S1,D014,1020.0,7065.384494631948,7454.55,7624.25,False,False
S1,D014,1080.0,7230.78901493994,7454.55,7624.25,False,False
S1,D014,1140.0,7297.425802082144,7454.55,7624.25,False,False
S1,D014,1166.666667,7256.220777285724,7454.55,7624.25,False,False
S1,D014,1200.0,7215.443748528512,7454.55,7624.25,False,False
S1,D015,0.0,7084.953982120734,7454.55,7624.25,False,False
S1,D015,60.0,7127.6743357883315,7454.55,7624.25,False,False
S1,D015,120.0,7225.576715500082,7454.55,7624.25,False,False
S1,D015,166.666667,7295.150428943879,7454.55,7624.25,False,False
S1,D015,180.0,7179.743426477934,7454.55,7624.25,False,False
S1,D015,240.0,7211.7915877730775,7454.55,7624.25,False,False
S1,D015,250.0,7249.105173661264,7454.55,7624.25,False,False
S1,D015,300.0,7017.186634882123,7454.55,7624.25,False,False
S1,D015,333.333333,7089.205782717334,7454.55,7624.25,False,False
S1,D015,360.0,7144.962818694558,7454.55,7624.25,False,False
S1,D015,420.0,7189.9475106349455,7454.55,7624.25,False,False
S1,D015,480.0,7203.864796017682,7454.55,7624.25,False,False
