candidate_source_id,x_m,y_m,Q_hat_Bq_s,J,description,relative_likelihood,normalized_likelihood
CS_00405,450.0,-250.0,0.2973061233040937,92.9228906536259,synthetic inverse modeling grid point,6.668587423995636e-20,4.3983827407632145e-20
CS_00406,450.0,-200.0,0.15050324392766468,92.89229365634156,synthetic inverse modeling grid point,6.771391166058368e-20,4.4661887356501594e-20
CS_00407,450.0,-150.0,0.2996083682054114,92.31583147705688,synthetic inverse modeling grid point,9.033479729220456e-20,5.958188564352787e-20
CS_00408,450.0,-100.0,2.560161279456863,81.85662835495941,synthetic inverse modeling grid point,1.686716816580236e-17,1.112503392833444e-17
CS_00409,450.0,-50.0,8.440866353443095,68.62129886615908,synthetic inverse modeling grid point,1.2619944833539647e-14,8.323703959476051e-15
CS_00410,450.0,0.0,0.10649682111635435,119.63107331158862,synthetic inverse modeling grid point,1.0578538574889614e-25,6.977258980345463e-26
CS_00411,450.0,50.0,8.346213600240699,70.02250755490915,synthetic inverse modeling grid point,6.263092930039705e-15,4.130931799463018e-15
CS_00412,450.0,100.0,2.227669516708825,93.90204474838373,synthetic inverse modeling grid point,4.087080943948604e-20,2.6957052732458155e-20
CS_00413,450.0,150.0,0.2550728479053129,103.08581115271161,synthetic inverse modeling grid point,4.1417483002145447e-22,2.7317620782324403e-22
CS_00414,450.0,200.0,0.12796269382622602,103.57725538690768,synthetic inverse modeling grid point,3.239425101772229e-22,2.1366191296166497e-22
CS_00415,450.0,250.0,0.25276144951954804,103.60328942589084,synthetic inverse modeling grid point,3.1975307037358374e-22,2.1089869512343318e-22
CS_00416,450.0,300.0,1.9595731461451253,103.34852817584357,synthetic inverse modeling grid point,3.631912909783545e-22,2.3954912851356966e-22
CS_00417,450.0,350.0,62.025630236434445,100.2618364312136,synthetic inverse modeling grid point,1.699816427127236e-21,1.1211434686511983e-21
CS_00418,450.0,400.0,3129.502417396236,95.58648907546775,synthetic inverse modeling grid point,1.7605193417595434e-20,1.1611811310610866e-20
CS_00419,450.0,450.0,11997.178643963533,113.24071076494442,synthetic inverse modeling grid point,2.5827077738238016e-24,1.7034698017072927e-24
CS_00420,450.0,500.0,71020.92776561565,113.44850674827795,synthetic inverse modeling grid point,2.3278390284847845e-24,1.5353666909007423e-24
CS_00421,500.0,-500.0,121994.65073825879,113.44918648013277,synthetic inverse modeling grid point,2.327048009742268e-24,1.5348449607405908e-24
CS_00422,500.0,-450.0,18313.825274282073,113.43548223743295,synthetic inverse modeling grid point,2.34304797935686e-24,1.5453980187918852e-24
CS_00423,500.0,-400.0,3708.759547073428,109.31263388896899,synthetic inverse modeling grid point,1.8409683646164228e-23,1.2142426823533014e-23
CS_00424,500.0,-350.0,222.6286782151018,84.30696997721098,synthetic inverse modeling grid point,4.954014258329447e-18,3.267506208724988e-18
CS_00425,500.0,-300.0,3.405789473499125,92.5036316367743,synthetic inverse modeling grid point,8.223842567019793e-20,5.424178301896006e-20
CS_00426,500.0,-250.0,0.2890740023667479,92.94291838486953,synthetic inverse modeling grid point,6.602142327025346e-20,4.3545577221886875e-20
CS_00427,500.0,-200.0,0.12729783483772963,92.9305948131348,synthetic inverse modeling grid point,6.642948905900241e-20,4.381472410535893e-20
CS_00428,500.0,-150.0,0.2912812628551192,92.34495127228692,synthetic inverse modeling grid point,8.902906065533969e-20,5.872066434995929e-20
CS_00429,500.0,-100.0,3.831176122838946,78.37855319124208,synthetic inverse modeling grid point,9.600560759331814e-17,6.332216714074718e-17
CS_00430,500.0,-50.0,7.7783316543055685,74.49843975227643,synthetic inverse modeling grid point,6.681170092031733e-16,4.4066818581630375e-16
CS_00431,500.0,0.0,4.2449689231941905,76.97591436288577,synthetic inverse modeling grid point,1.9358680496949772e-16,1.2768354190776377e-16
CS_00432,500.0,50.0,7.748377898642541,74.93623886207726,synthetic inverse modeling grid point,5.367668166494183e-16,3.5403388334836044e-16
CS_00433,500.0,100.0,3.359902325837007,90.63250869268535,synthetic inverse modeling grid point,2.0959647413969433e-19,1.38242997469543e-19
CS_00434,500.0,150.0,0.24796714828863708,103.11066241716723,synthetic inverse modeling grid point,4.090602874236459e-22,2.698028223581074e-22
CS_00435,500.0,200.0,0.10822318495891443,103.60984384970993,synthetic inverse modeling grid point,3.187068870218549e-22,2.1020866671031524e-22
CS_00436,500.0,250.0,0.24575141548989407,103.62032761334027,synthetic inverse modeling grid point,3.1704063415206144e-22,2.0910966066926441e-22
CS_00437,500.0,300.0,2.8982916773038085,103.24609960608944,synthetic inverse modeling grid point,3.822764174166549e-22,2.521370553703803e-22
CS_00438,500.0,350.0,192.98533357131686,96.02586036501236,synthetic inverse modeling grid point,1.4132940724955272e-20,9.321626696711579e-21
CS_00439,500.0,400.0,3652.5645155774673,109.97844632543368,synthetic inverse modeling grid point,1.3196750077924613e-23,8.704145883736593e-24
CS_00440,500.0,450.0,18312.77819266843,113.43754228801032,synthetic inverse modeling grid point,2.3406358231897115e-24,1.543807039266681e-24
CS_00441,500.0,500.0,121994.64513287513,113.44918813446563,synthetic inverse modeling grid point,2.3270460848870663e-24,1.5348436911688871e-24
