run_name,sample_id,localization_error_m
final,175,116.22267926767182
final,176,19.395387486459207
final,177,79.53708194108584
final,178,55.60317652582417
final,179,24.30034982948189
final,180,6.75972631074503
final,181,24.71278347622245
final,182,6.603501571125426
final,183,37.33783686232508
final,184,57.04764362806454
final,185,93.40182530480749
final,186,35.69814222592655
final,187,14.640773621702776
final,188,14.3037989038644
final,189,15.36303081688427
final,190,94.75851182300816
final,191,34.69377727615873
final,192,15.521206558806545
final,193,17.704796640282623
final,194,65.89223070966716
final,195,41.862091964425844
final,196,66.44718270426792
final,197,7.646907369079942
final,198,25.224219241528417
final,199,121.05460459598582
final,200,3.0251691651099573
final,201,74.61105474142737
final,202,39.96345327613609
final,203,22.952866770949022
final,204,14.062309938530737
final,205,61.44954271266279
final,206,70.67408010711429
final,207,42.47779991982893
final,208,47.4237656531247
final,209,15.468309015491684
final,210,65.37068300954289
final,211,33.14705674476967
final,212,19.52600859967297
final,213,55.41882589729282
final,214,45.640080670198735
final,215,138.9203151992383
final,216,113.13717928321401
final,217,17.694952672988414
final,218,55.09337424150222
final,219,18.1878591058265
final,220,18.03466428133611
final,221,36.209007852032215
final,222,78.82992143034268
final,223,81.00674243964247
final,224,24.111852845650205
final,225,147.08288496826452
final,226,82.7754137327612
final,227,6.497155296122347
final,228,25.701537040379606
final,229,8.187329669794025
final,230,57.73948082693967
final,231,36.6154553402778
final,232,28.09215346438668
final,233,24.555477602405308
final,234,26.932422923131053
final,235,84.10985345510122
final,236,25.702007299088514
final,237,101.12286422874121
final,238,19.37792719405227
final,239,77.13354386934333
final,240,25.16095122396107
final,241,120.91376770510625
final,242,14.44476188951159
final,243,70.75524763135766
final,244,87.45530431129835
final,245,17.83432175254651
final,246,84.10614917265148
final,247,37.49946966820314
final,248,59.533572338602255
final,249,45.61334457561241
final,250,49.33302935665651
final,251,19.51445213474111
final,252,45.53391531883095
final,253,37.08312305751249
final,254,15.25549617406491
final,255,88.8116334763747
final,256,44.92515642453711
final,257,123.84844375373426
final,258,18.593859316121545
final,259,38.6443172813307
final,260,93.9418880313653
final,261,150.98591714486994
final,262,44.61800773503922
final,263,92.20302672349125
final,264,113.614361047507
final,265,75.7095808447528
final,266,69.6895285832271
final,267,72.19157560362703
final,268,35.03427229595438
final,269,36.219247171708915
final,270,31.730366276303847
final,271,75.44572382792128
final,272,43.83825210375988
final,273,70.90013846612015
final,274,94.94712556294822
final,275,19.936897661824396
final,276,66.31280887226127
final,277,83.4913781775267
final,278,36.72868789517801
final,279,40.101152875437045
final,280,35.07417523880217
final,281,27.315876230380155
final,282,103.1454565810263
final,283,74.69645192568004
final,284,29.515825188782188
final,285,21.369549533081678
final,286,84.53851781870509
final,287,36.09128559120018
final,288,73.56680735717032
final,289,37.54808511296788
final,290,41.50249724907157
final,291,44.04213338809029
final,292,77.52811511249183
final,293,33.2237611246418
final,294,57.520376934224366
final,295,55.01696913855761
final,296,31.965424349236596
final,297,123.66268786417209
final,298,26.18899997433502
final,299,21.670988147153622
final,300,67.53307101204712
final,301,6.442151555059587
final,302,16.571136980464097
final,303,60.42616660741222
final,304,91.89928212968142
final,305,120.03895300614326
final,306,3.032728643601044
final,307,127.04384877565538
final,308,29.020866472635312
final,309,65.1220227331195
final,310,33.12207069610646
final,311,94.04710086936333
final,312,29.83445033293824
final,313,26.049635189387175
final,314,29.990531174937068
final,315,48.14682481586373
final,316,54.47926029659722
final,317,51.81598035152412
final,318,38.91753396695347
final,319,26.61503386334214
final,320,4.890102485174033
final,321,60.38436168344078
final,322,37.90863845648689
final,323,55.85225654763636
final,324,11.700761005250186
final,325,67.88633113269928
final,326,54.579964040840196
final,327,47.156084482761116
final,328,12.980901600135935
final,329,6.180071061614403
final,330,77.56085147062534
final,331,66.63365522916617
final,332,30.054209685740858
final,333,87.07279313537767
final,334,29.254811083224823
final,335,65.91219755485508
final,336,75.41968519509008
final,337,23.041692800384602
final,338,118.89186937249919
final,339,23.054896986994315
final,340,54.496462392343275
final,341,41.99072545508753
final,342,4.047905865081894
